#chrom	strand	txStart	txEnd	exonCount	exonStarts	exonEnds	transcriptID	geneID	geneSymbol	biotype
5	+	93689803	93696192	1	93689803	93696192	L1PA7.1.chr5_93689803-93696192.+	L1PA7.1.chr5_93689803-93696192.+	None	None
5	+	93761070	93767199	1	93761070	93767199	L1PA4.1.chr5_93761070-93767199.+	L1PA4.1.chr5_93761070-93767199.+	None	None
5	-	93856115	93857936	1	93856115	93857936	L1PA3.1.chr5_93856115-93857936.-	L1PA3.1.chr5_93856115-93857936.-	None	None
5	-	94132827	94138583	1	94132827	94138583	L1PA6.1.chr5_94132827-94138583.-	L1PA6.1.chr5_94132827-94138583.-	None	None
5	-	94294733	94296858	1	94294733	94296858	L1PA7.1.chr5_94294733-94296858.-	L1PA7.1.chr5_94294733-94296858.-	None	None
5	+	94583052	94589169	1	94583052	94589169	L1PA6.1.chr5_94583052-94589169.+	L1PA6.1.chr5_94583052-94589169.+	None	None
5	-	94826806	94829424	1	94826806	94829424	L1PA7.1.chr5_94826806-94829424.-	L1PA7.1.chr5_94826806-94829424.-	None	None
5	+	94954969	94961426	1	94954969	94961426	L1PA7.1.chr5_94954969-94961426.+	L1PA7.1.chr5_94954969-94961426.+	None	None
5	-	95147384	95150123	1	95147384	95150123	L1PA16.1.chr5_95147384-95150123.-	L1PA16.1.chr5_95147384-95150123.-	None	None
5	+	95244237	95246752	1	95244237	95246752	L1PA6.1.chr5_95244237-95246752.+	L1PA6.1.chr5_95244237-95246752.+	None	None
5	-	96103200	96109249	1	96103200	96109249	L1PA3.1.chr5_96103200-96109249.-	L1PA3.1.chr5_96103200-96109249.-	None	None
5	-	96303464	96309906	1	96303464	96309906	L1PA7.1.chr5_96303464-96309906.-	L1PA7.1.chr5_96303464-96309906.-	None	None
5	-	96355999	96361794	1	96355999	96361794	L1PA8.1.chr5_96355999-96361794.-	L1PA8.1.chr5_96355999-96361794.-	None	None
5	-	96361809	96367972	1	96361809	96367972	L1PA5.1.chr5_96361809-96367972.-	L1PA5.1.chr5_96361809-96367972.-	None	None
5	+	96549426	96555239	1	96549426	96555239	L1PA6.1.chr5_96549426-96555239.+	L1PA6.1.chr5_96549426-96555239.+	None	None
5	+	96555240	96561368	1	96555240	96561368	L1PA4.1.chr5_96555240-96561368.+	L1PA4.1.chr5_96555240-96561368.+	None	None
5	-	97234257	97240422	1	97234257	97240422	L1PA6.1.chr5_97234257-97240422.-	L1PA6.1.chr5_97234257-97240422.-	None	None
5	-	97302295	97307097	1	97302295	97307097	L1PA5.1.chr5_97302295-97307097.-	L1PA5.1.chr5_97302295-97307097.-	None	None
5	-	97333797	97336849	1	97333797	97336849	L1PA7.1.chr5_97333797-97336849.-	L1PA7.1.chr5_97333797-97336849.-	None	None
5	-	97513923	97519943	1	97513923	97519943	L1PA2.1.chr5_97513923-97519943.-	L1PA2.1.chr5_97513923-97519943.-	None	None
5	-	97717792	97723895	1	97717792	97723895	L1PA4.1.chr5_97717792-97723895.-	L1PA4.1.chr5_97717792-97723895.-	None	None
5	-	97766617	97772629	1	97766617	97772629	L1PA3.1.chr5_97766617-97772629.-	L1PA3.1.chr5_97766617-97772629.-	None	None
5	-	97809914	97815940	1	97809914	97815940	L1PA2.1.chr5_97809914-97815940.-	L1PA2.1.chr5_97809914-97815940.-	None	None
5	+	97854423	97861189	1	97854423	97861189	L1PA13.1.chr5_97854423-97861189.+	L1PA13.1.chr5_97854423-97861189.+	None	None
5	-	97897158	97903296	1	97897158	97903296	L1PA4.1.chr5_97897158-97903296.-	L1PA4.1.chr5_97897158-97903296.-	None	None
5	+	97991313	97997460	1	97991313	97997460	L1PA4.1.chr5_97991313-97997460.+	L1PA4.1.chr5_97991313-97997460.+	None	None
5	+	98022598	98025962	1	98022598	98025962	L1PA4.1.chr5_98022598-98025962.+	L1PA4.1.chr5_98022598-98025962.+	None	None
5	+	98113450	98119596	1	98113450	98119596	L1PA5.1.chr5_98113450-98119596.+	L1PA5.1.chr5_98113450-98119596.+	None	None
5	+	98121032	98127525	1	98121032	98127525	L1PA10.1.chr5_98121032-98127525.+	L1PA10.1.chr5_98121032-98127525.+	None	None
5	+	98226717	98228265	1	98226717	98228265	L1PA10.1.chr5_98226717-98228265.+	L1PA10.1.chr5_98226717-98228265.+	None	None
5	+	98342992	98349146	1	98342992	98349146	L1PA3.1.chr5_98342992-98349146.+	L1PA3.1.chr5_98342992-98349146.+	None	None
5	+	98546665	98552701	1	98546665	98552701	L1PA3.1.chr5_98546665-98552701.+	L1PA3.1.chr5_98546665-98552701.+	None	None
5	+	98664199	98665167	1	98664199	98665167	L1PA10.1.chr5_98664199-98665167.+	L1PA10.1.chr5_98664199-98665167.+	None	None
5	+	98668298	98674809	1	98668298	98674809	L1PA8A.1.chr5_98668298-98674809.+	L1PA8A.1.chr5_98668298-98674809.+	None	None
5	+	98737215	98739296	1	98737215	98739296	L1PA5.1.chr5_98737215-98739296.+	L1PA5.1.chr5_98737215-98739296.+	None	None
5	+	98742090	98747441	1	98742090	98747441	L1PA10.1.chr5_98742090-98747441.+	L1PA10.1.chr5_98742090-98747441.+	None	None
5	+	99037312	99043760	1	99037312	99043760	L1PA7.1.chr5_99037312-99043760.+	L1PA7.1.chr5_99037312-99043760.+	None	None
5	+	99146176	99152358	1	99146176	99152358	L1PA5.1.chr5_99146176-99152358.+	L1PA5.1.chr5_99146176-99152358.+	None	None
5	+	99262983	99264869	1	99262983	99264869	L1PA15-16.1.chr5_99262983-99264869.+	L1PA15-16.1.chr5_99262983-99264869.+	None	None
5	-	99339615	99345764	1	99339615	99345764	L1PA3.1.chr5_99339615-99345764.-	L1PA3.1.chr5_99339615-99345764.-	None	None
5	-	99557743	99563900	1	99557743	99563900	L1PA4.1.chr5_99557743-99563900.-	L1PA4.1.chr5_99557743-99563900.-	None	None
5	-	99757941	99764231	1	99757941	99764231	L1PA7.1.chr5_99757941-99764231.-	L1PA7.1.chr5_99757941-99764231.-	None	None
5	+	99855982	99861944	1	99855982	99861944	L1PA2.1.chr5_99855982-99861944.+	L1PA2.1.chr5_99855982-99861944.+	None	None
5	-	100458104	100464295	1	100458104	100464295	L1PA3.1.chr5_100458104-100464295.-	L1PA3.1.chr5_100458104-100464295.-	None	None
5	-	100930088	100936228	1	100930088	100936228	L1PA5.1.chr5_100930088-100936228.-	L1PA5.1.chr5_100930088-100936228.-	None	None
5	+	101162855	101168997	1	101162855	101168997	L1PA6.1.chr5_101162855-101168997.+	L1PA6.1.chr5_101162855-101168997.+	None	None
5	+	101180130	101186147	1	101180130	101186147	L1PA2.1.chr5_101180130-101186147.+	L1PA2.1.chr5_101180130-101186147.+	None	None
5	-	101236968	101239677	1	101236968	101239677	L1PA8.1.chr5_101236968-101239677.-	L1PA8.1.chr5_101236968-101239677.-	None	None
5	+	101442058	101448195	1	101442058	101448195	L1PA4.1.chr5_101442058-101448195.+	L1PA4.1.chr5_101442058-101448195.+	None	None
5	+	101528902	101530875	1	101528902	101530875	L1PA5.1.chr5_101528902-101530875.+	L1PA5.1.chr5_101528902-101530875.+	None	None
5	-	101710268	101716405	1	101710268	101716405	L1PA6.1.chr5_101710268-101716405.-	L1PA6.1.chr5_101710268-101716405.-	None	None
5	+	101859619	101862429	1	101859619	101862429	L1PA13.1.chr5_101859619-101862429.+	L1PA13.1.chr5_101859619-101862429.+	None	None
5	-	101939504	101943544	1	101939504	101943544	L1PA16.1.chr5_101939504-101943544.-	L1PA16.1.chr5_101939504-101943544.-	None	None
5	+	102018271	102020443	1	102018271	102020443	L1PA7.1.chr5_102018271-102020443.+	L1PA7.1.chr5_102018271-102020443.+	None	None
5	+	102077204	102078766	1	102077204	102078766	L1PA15.1.chr5_102077204-102078766.+	L1PA15.1.chr5_102077204-102078766.+	None	None
5	+	102131356	102137385	1	102131356	102137385	L1HS.1.chr5_102131356-102137385.+	L1HS.1.chr5_102131356-102137385.+	None	None
5	+	102189483	102194435	1	102189483	102194435	L1HS.1.chr5_102189483-102194435.+	L1HS.1.chr5_102189483-102194435.+	None	None
5	+	102351319	102356523	1	102351319	102356523	L1PA6.1.chr5_102351319-102356523.+	L1PA6.1.chr5_102351319-102356523.+	None	None
5	+	102420842	102427069	1	102420842	102427069	L1PA8.1.chr5_102420842-102427069.+	L1PA8.1.chr5_102420842-102427069.+	None	None
5	+	102671229	102677260	1	102671229	102677260	L1PA2.1.chr5_102671229-102677260.+	L1PA2.1.chr5_102671229-102677260.+	None	None
5	-	102687733	102689573	1	102687733	102689573	L1PA4.1.chr5_102687733-102689573.-	L1PA4.1.chr5_102687733-102689573.-	None	None
5	+	103046752	103052769	1	103046752	103052769	L1PA2.1.chr5_103046752-103052769.+	L1PA2.1.chr5_103046752-103052769.+	None	None
5	-	103075805	103080442	1	103075805	103080442	L1PA8.1.chr5_103075805-103080442.-	L1PA8.1.chr5_103075805-103080442.-	None	None
5	-	104074362	104080381	1	104074362	104080381	L1PA2.1.chr5_104074362-104080381.-	L1PA2.1.chr5_104074362-104080381.-	None	None
5	-	104446375	104452406	1	104446375	104452406	L1PA2.1.chr5_104446375-104452406.-	L1PA2.1.chr5_104446375-104452406.-	None	None
5	+	104518587	104524616	1	104518587	104524616	L1HS.1.chr5_104518587-104524616.+	L1HS.1.chr5_104518587-104524616.+	None	None
5	+	104697842	104699351	1	104697842	104699351	L1PA15-16.1.chr5_104697842-104699351.+	L1PA15-16.1.chr5_104697842-104699351.+	None	None
5	-	104950331	104952524	1	104950331	104952524	L1PA10.1.chr5_104950331-104952524.-	L1PA10.1.chr5_104950331-104952524.-	None	None
5	-	105513236	105519274	1	105513236	105519274	L1HS.1.chr5_105513236-105519274.-	L1HS.1.chr5_105513236-105519274.-	None	None
5	-	106425382	106431381	1	106425382	106431381	L1PA2.1.chr5_106425382-106431381.-	L1PA2.1.chr5_106425382-106431381.-	None	None
5	-	106622805	106628811	1	106622805	106628811	L1PA3.1.chr5_106622805-106628811.-	L1PA3.1.chr5_106622805-106628811.-	None	None
5	-	106713866	106719888	1	106713866	106719888	L1PA2.1.chr5_106713866-106719888.-	L1PA2.1.chr5_106713866-106719888.-	None	None
5	-	106898992	106905178	1	106898992	106905178	L1PA3.1.chr5_106898992-106905178.-	L1PA3.1.chr5_106898992-106905178.-	None	None
5	+	107157485	107163878	1	107157485	107163878	L1PA8A.1.chr5_107157485-107163878.+	L1PA8A.1.chr5_107157485-107163878.+	None	None
5	+	107718970	107723038	1	107718970	107723038	L1PA10.1.chr5_107718970-107723038.+	L1PA10.1.chr5_107718970-107723038.+	None	None
5	+	108047016	108049149	1	108047016	108049149	L1PA8A.1.chr5_108047016-108049149.+	L1PA8A.1.chr5_108047016-108049149.+	None	None
5	-	108207331	108213751	1	108207331	108213751	L1PA7.1.chr5_108207331-108213751.-	L1PA7.1.chr5_108207331-108213751.-	None	None
5	+	108398474	108401117	1	108398474	108401117	L1PA7.1.chr5_108398474-108401117.+	L1PA7.1.chr5_108398474-108401117.+	None	None
5	-	108422905	108429242	1	108422905	108429242	L1PA8A.1.chr5_108422905-108429242.-	L1PA8A.1.chr5_108422905-108429242.-	None	None
5	+	108436967	108441277	1	108436967	108441277	L1PA7.1.chr5_108436967-108441277.+	L1PA7.1.chr5_108436967-108441277.+	None	None
5	-	109208517	109214655	1	109208517	109214655	L1PA5.1.chr5_109208517-109214655.-	L1PA5.1.chr5_109208517-109214655.-	None	None
5	+	109259387	109265418	1	109259387	109265418	L1HS.1.chr5_109259387-109265418.+	L1HS.1.chr5_109259387-109265418.+	None	None
5	+	109289217	109295633	1	109289217	109295633	L1PA13.1.chr5_109289217-109295633.+	L1PA13.1.chr5_109289217-109295633.+	None	None
5	-	109441620	109447643	1	109441620	109447643	L1PA3.1.chr5_109441620-109447643.-	L1PA3.1.chr5_109441620-109447643.-	None	None
5	+	109457256	109463390	1	109457256	109463390	L1PA4.1.chr5_109457256-109463390.+	L1PA4.1.chr5_109457256-109463390.+	None	None
5	-	110068207	110073399	1	110068207	110073399	L1PA13.1.chr5_110068207-110073399.-	L1PA13.1.chr5_110068207-110073399.-	None	None
5	-	110132846	110136408	1	110132846	110136408	L1PA7.1.chr5_110132846-110136408.-	L1PA7.1.chr5_110132846-110136408.-	None	None
5	-	110136417	110139694	1	110136417	110139694	L1PA10.1.chr5_110136417-110139694.-	L1PA10.1.chr5_110136417-110139694.-	None	None
5	-	110214561	110217634	1	110214561	110217634	L1PA5.1.chr5_110214561-110217634.-	L1PA5.1.chr5_110214561-110217634.-	None	None
5	-	110278636	110284796	1	110278636	110284796	L1PA4.1.chr5_110278636-110284796.-	L1PA4.1.chr5_110278636-110284796.-	None	None
5	+	110594004	110596141	1	110594004	110596141	L1PA8.1.chr5_110594004-110596141.+	L1PA8.1.chr5_110594004-110596141.+	None	None
5	+	110692314	110698450	1	110692314	110698450	L1PA4.1.chr5_110692314-110698450.+	L1PA4.1.chr5_110692314-110698450.+	None	None
5	+	110933986	110940119	1	110933986	110940119	L1PA4.1.chr5_110933986-110940119.+	L1PA4.1.chr5_110933986-110940119.+	None	None
5	+	110985740	110991743	1	110985740	110991743	L1PA5.1.chr5_110985740-110991743.+	L1PA5.1.chr5_110985740-110991743.+	None	None
5	+	111029735	111035854	1	111029735	111035854	L1PA4.1.chr5_111029735-111035854.+	L1PA4.1.chr5_111029735-111035854.+	None	None
5	-	111084879	111090908	1	111084879	111090908	L1PA3.1.chr5_111084879-111090908.-	L1PA3.1.chr5_111084879-111090908.-	None	None
5	+	111302238	111308262	1	111302238	111308262	L1HS.1.chr5_111302238-111308262.+	L1HS.1.chr5_111302238-111308262.+	None	None
5	-	111556433	111561392	1	111556433	111561392	L1PA8.1.chr5_111556433-111561392.-	L1PA8.1.chr5_111556433-111561392.-	None	None
5	-	111613866	111616612	1	111613866	111616612	L1PA16.1.chr5_111613866-111616612.-	L1PA16.1.chr5_111613866-111616612.-	None	None
5	+	111880838	111887009	1	111880838	111887009	L1PA3.1.chr5_111880838-111887009.+	L1PA3.1.chr5_111880838-111887009.+	None	None
5	-	111986003	111992116	1	111986003	111992116	L1PA3.1.chr5_111986003-111992116.-	L1PA3.1.chr5_111986003-111992116.-	None	None
5	+	112390080	112396257	1	112390080	112396257	L1PA6.1.chr5_112390080-112396257.+	L1PA6.1.chr5_112390080-112396257.+	None	None
5	+	112435708	112442147	1	112435708	112442147	L1PA8.1.chr5_112435708-112442147.+	L1PA8.1.chr5_112435708-112442147.+	None	None
5	-	112460747	112466882	1	112460747	112466882	L1PA5.1.chr5_112460747-112466882.-	L1PA5.1.chr5_112460747-112466882.-	None	None
5	+	112503295	112509622	1	112503295	112509622	L1PA8.1.chr5_112503295-112509622.+	L1PA8.1.chr5_112503295-112509622.+	None	None
5	+	112538668	112545103	1	112538668	112545103	L1PA7.1.chr5_112538668-112545103.+	L1PA7.1.chr5_112538668-112545103.+	None	None
5	-	112677335	112679631	1	112677335	112679631	L1PA6.1.chr5_112677335-112679631.-	L1PA6.1.chr5_112677335-112679631.-	None	None
5	-	113466185	113472299	1	113466185	113472299	L1PA4.1.chr5_113466185-113472299.-	L1PA4.1.chr5_113466185-113472299.-	None	None
5	-	113570952	113575195	1	113570952	113575195	L1PA11.1.chr5_113570952-113575195.-	L1PA11.1.chr5_113570952-113575195.-	None	None
5	-	113729691	113731660	1	113729691	113731660	L1PA8A.1.chr5_113729691-113731660.-	L1PA8A.1.chr5_113729691-113731660.-	None	None
5	+	114020943	114027372	1	114020943	114027372	L1PA7.1.chr5_114020943-114027372.+	L1PA7.1.chr5_114020943-114027372.+	None	None
5	-	114038471	114040468	1	114038471	114040468	L1PA17.1.chr5_114038471-114040468.-	L1PA17.1.chr5_114038471-114040468.-	None	None
5	-	114157007	114163149	1	114157007	114163149	L1PA4.1.chr5_114157007-114163149.-	L1PA4.1.chr5_114157007-114163149.-	None	None
5	-	114272880	114279003	1	114272880	114279003	L1PA7.1.chr5_114272880-114279003.-	L1PA7.1.chr5_114272880-114279003.-	None	None
5	-	114295046	114295849	1	114295046	114295849	L1PA4.1.chr5_114295046-114295849.-	L1PA4.1.chr5_114295046-114295849.-	None	None
5	-	114530663	114536795	1	114530663	114536795	L1PA5.1.chr5_114530663-114536795.-	L1PA5.1.chr5_114530663-114536795.-	None	None
5	+	114544246	114550570	1	114544246	114550570	L1PA8A.1.chr5_114544246-114550570.+	L1PA8A.1.chr5_114544246-114550570.+	None	None
5	+	114598033	114602925	1	114598033	114602925	L1PA6.1.chr5_114598033-114602925.+	L1PA6.1.chr5_114598033-114602925.+	None	None
5	+	114670871	114676900	1	114670871	114676900	L1PA3.1.chr5_114670871-114676900.+	L1PA3.1.chr5_114670871-114676900.+	None	None
5	-	114760687	114767036	1	114760687	114767036	L1PA8A.1.chr5_114760687-114767036.-	L1PA8A.1.chr5_114760687-114767036.-	None	None
5	-	114813131	114819396	1	114813131	114819396	L1PA6.1.chr5_114813131-114819396.-	L1PA6.1.chr5_114813131-114819396.-	None	None
5	+	114829204	114830360	1	114829204	114830360	L1PA13.1.chr5_114829204-114830360.+	L1PA13.1.chr5_114829204-114830360.+	None	None
5	+	114844424	114850558	1	114844424	114850558	L1PA4.1.chr5_114844424-114850558.+	L1PA4.1.chr5_114844424-114850558.+	None	None
5	+	114866428	114872869	1	114866428	114872869	L1PA11.1.chr5_114866428-114872869.+	L1PA11.1.chr5_114866428-114872869.+	None	None
5	+	114875894	114882391	1	114875894	114882391	L1PA7.1.chr5_114875894-114882391.+	L1PA7.1.chr5_114875894-114882391.+	None	None
5	+	115117313	115123392	1	115117313	115123392	L1PA5.1.chr5_115117313-115123392.+	L1PA5.1.chr5_115117313-115123392.+	None	None
5	+	115441912	115448215	1	115441912	115448215	L1PA5.1.chr5_115441912-115448215.+	L1PA5.1.chr5_115441912-115448215.+	None	None
5	+	115674518	115680703	1	115674518	115680703	L1PA3.1.chr5_115674518-115680703.+	L1PA3.1.chr5_115674518-115680703.+	None	None
5	-	115877197	115883667	1	115877197	115883667	L1PA7.1.chr5_115877197-115883667.-	L1PA7.1.chr5_115877197-115883667.-	None	None
5	-	116107046	116109155	1	116107046	116109155	L1PA7.1.chr5_116107046-116109155.-	L1PA7.1.chr5_116107046-116109155.-	None	None
5	+	116997668	116998440	1	116997668	116998440	L1PA13.1.chr5_116997668-116998440.+	L1PA13.1.chr5_116997668-116998440.+	None	None
5	-	117111796	117117923	1	117111796	117117923	L1PA5.1.chr5_117111796-117117923.-	L1PA5.1.chr5_117111796-117117923.-	None	None
5	-	117338253	117344286	1	117338253	117344286	L1PA3.1.chr5_117338253-117344286.-	L1PA3.1.chr5_117338253-117344286.-	None	None
5	-	117527598	117533625	1	117527598	117533625	L1PA2.1.chr5_117527598-117533625.-	L1PA2.1.chr5_117527598-117533625.-	None	None
5	-	117827134	117830344	1	117827134	117830344	L1PA8A.1.chr5_117827134-117830344.-	L1PA8A.1.chr5_117827134-117830344.-	None	None
5	+	118382971	118389064	1	118382971	118389064	L1PA3.1.chr5_118382971-118389064.+	L1PA3.1.chr5_118382971-118389064.+	None	None
5	-	118405535	118406346	1	118405535	118406346	L1PA10.1.chr5_118405535-118406346.-	L1PA10.1.chr5_118405535-118406346.-	None	None
5	+	118419366	118423241	1	118419366	118423241	L1PA5.1.chr5_118419366-118423241.+	L1PA5.1.chr5_118419366-118423241.+	None	None
5	+	118968362	118970144	1	118968362	118970144	L1PA10.1.chr5_118968362-118970144.+	L1PA10.1.chr5_118968362-118970144.+	None	None
5	-	119294044	119300263	1	119294044	119300263	L1PA3.1.chr5_119294044-119300263.-	L1PA3.1.chr5_119294044-119300263.-	None	None
5	+	119439179	119445196	1	119439179	119445196	L1PA6.1.chr5_119439179-119445196.+	L1PA6.1.chr5_119439179-119445196.+	None	None
5	+	119599331	119605464	1	119599331	119605464	L1HS.1.chr5_119599331-119605464.+	L1HS.1.chr5_119599331-119605464.+	None	None
5	-	119684785	119690814	1	119684785	119690814	L1HS.1.chr5_119684785-119690814.-	L1HS.1.chr5_119684785-119690814.-	None	None
5	-	119776586	119780799	1	119776586	119780799	L1PA3.1.chr5_119776586-119780799.-	L1PA3.1.chr5_119776586-119780799.-	None	None
5	-	119928888	119929762	1	119928888	119929762	L1PA13.1.chr5_119928888-119929762.-	L1PA13.1.chr5_119928888-119929762.-	None	None
5	-	119987772	119992292	1	119987772	119992292	L1PA7.1.chr5_119987772-119992292.-	L1PA7.1.chr5_119987772-119992292.-	None	None
5	-	120126861	120133028	1	120126861	120133028	L1PA4.1.chr5_120126861-120133028.-	L1PA4.1.chr5_120126861-120133028.-	None	None
5	-	120176046	120182173	1	120176046	120182173	L1PA3.1.chr5_120176046-120182173.-	L1PA3.1.chr5_120176046-120182173.-	None	None
5	-	120421208	120427233	1	120421208	120427233	L1PA3.1.chr5_120421208-120427233.-	L1PA3.1.chr5_120421208-120427233.-	None	None
5	-	120427224	120432414	1	120427224	120432414	L1PA10.1.chr5_120427224-120432414.-	L1PA10.1.chr5_120427224-120432414.-	None	None
5	+	120831425	120836963	1	120831425	120836963	L1PA3.1.chr5_120831425-120836963.+	L1PA3.1.chr5_120831425-120836963.+	None	None
5	+	121064235	121070241	1	121064235	121070241	L1PA3.1.chr5_121064235-121070241.+	L1PA3.1.chr5_121064235-121070241.+	None	None
5	+	121220654	121222819	1	121220654	121222819	L1PA8.1.chr5_121220654-121222819.+	L1PA8.1.chr5_121220654-121222819.+	None	None
5	-	121258369	121264358	1	121258369	121264358	L1PA13.1.chr5_121258369-121264358.-	L1PA13.1.chr5_121258369-121264358.-	None	None
5	+	121534535	121540686	1	121534535	121540686	L1PA15.1.chr5_121534535-121540686.+	L1PA15.1.chr5_121534535-121540686.+	None	None
5	+	121659901	121666048	1	121659901	121666048	L1PA6.1.chr5_121659901-121666048.+	L1PA6.1.chr5_121659901-121666048.+	None	None
5	-	121724992	121727191	1	121724992	121727191	L1PA8.1.chr5_121724992-121727191.-	L1PA8.1.chr5_121724992-121727191.-	None	None
5	-	122049931	122054535	1	122049931	122054535	L1PA15.1.chr5_122049931-122054535.-	L1PA15.1.chr5_122049931-122054535.-	None	None
5	-	122377544	122383563	1	122377544	122383563	L1PA2.1.chr5_122377544-122383563.-	L1PA2.1.chr5_122377544-122383563.-	None	None
5	-	122509616	122515639	1	122509616	122515639	L1PA3.1.chr5_122509616-122515639.-	L1PA3.1.chr5_122509616-122515639.-	None	None
5	-	122592542	122598662	1	122592542	122598662	L1PA5.1.chr5_122592542-122598662.-	L1PA5.1.chr5_122592542-122598662.-	None	None
5	-	122630891	122636933	1	122630891	122636933	L1PA4.1.chr5_122630891-122636933.-	L1PA4.1.chr5_122630891-122636933.-	None	None
5	-	123236611	123242616	1	123236611	123242616	L1PA2.1.chr5_123236611-123242616.-	L1PA2.1.chr5_123236611-123242616.-	None	None
5	-	123250932	123257062	1	123250932	123257062	L1PA5.1.chr5_123250932-123257062.-	L1PA5.1.chr5_123250932-123257062.-	None	None
5	-	123311971	123314164	1	123311971	123314164	L1PA10.1.chr5_123311971-123314164.-	L1PA10.1.chr5_123311971-123314164.-	None	None
5	-	123314522	123320769	1	123314522	123320769	L1PA8.1.chr5_123314522-123320769.-	L1PA8.1.chr5_123314522-123320769.-	None	None
5	-	123329349	123335815	1	123329349	123335815	L1PA7.1.chr5_123329349-123335815.-	L1PA7.1.chr5_123329349-123335815.-	None	None
5	-	123674576	123680705	1	123674576	123680705	L1PA4.1.chr5_123674576-123680705.-	L1PA4.1.chr5_123674576-123680705.-	None	None
5	-	123983064	123989123	1	123983064	123989123	L1PA10.1.chr5_123983064-123989123.-	L1PA10.1.chr5_123983064-123989123.-	None	None
5	+	124213171	124219314	1	124213171	124219314	L1PA4.1.chr5_124213171-124219314.+	L1PA4.1.chr5_124213171-124219314.+	None	None
5	+	124358252	124364401	1	124358252	124364401	L1PA5.1.chr5_124358252-124364401.+	L1PA5.1.chr5_124358252-124364401.+	None	None
5	+	124423155	124429275	1	124423155	124429275	L1PA6.1.chr5_124423155-124429275.+	L1PA6.1.chr5_124423155-124429275.+	None	None
5	-	124490444	124492827	1	124490444	124492827	L1PA8.1.chr5_124490444-124492827.-	L1PA8.1.chr5_124490444-124492827.-	None	None
5	+	125160391	125166850	1	125160391	125166850	L1PA8.1.chr5_125160391-125166850.+	L1PA8.1.chr5_125160391-125166850.+	None	None
5	-	125245181	125246021	1	125245181	125246021	L1PA15.1.chr5_125245181-125246021.-	L1PA15.1.chr5_125245181-125246021.-	None	None
5	-	125359000	125365032	1	125359000	125365032	L1PA2.1.chr5_125359000-125365032.-	L1PA2.1.chr5_125359000-125365032.-	None	None
5	-	125918412	125924564	1	125918412	125924564	L1PA3.1.chr5_125918412-125924564.-	L1PA3.1.chr5_125918412-125924564.-	None	None
5	+	126026753	126031631	1	126026753	126031631	L1PA13.1.chr5_126026753-126031631.+	L1PA13.1.chr5_126026753-126031631.+	None	None
5	-	126149803	126155946	1	126149803	126155946	L1PA4.1.chr5_126149803-126155946.-	L1PA4.1.chr5_126149803-126155946.-	None	None
5	+	126171639	126177995	1	126171639	126177995	L1PA8.1.chr5_126171639-126177995.+	L1PA8.1.chr5_126171639-126177995.+	None	None
5	-	126890286	126896333	1	126890286	126896333	L1PA3.1.chr5_126890286-126896333.-	L1PA3.1.chr5_126890286-126896333.-	None	None
5	-	126903810	126909817	1	126903810	126909817	L1PA3.1.chr5_126903810-126909817.-	L1PA3.1.chr5_126903810-126909817.-	None	None
5	-	127103103	127109254	1	127103103	127109254	L1PA3.1.chr5_127103103-127109254.-	L1PA3.1.chr5_127103103-127109254.-	None	None
5	-	127160374	127161236	1	127160374	127161236	L1PA11.1.chr5_127160374-127161236.-	L1PA11.1.chr5_127160374-127161236.-	None	None
5	+	127197142	127203292	1	127197142	127203292	L1PA6.1.chr5_127197142-127203292.+	L1PA6.1.chr5_127197142-127203292.+	None	None
5	-	127733931	127739952	1	127733931	127739952	L1PA2.1.chr5_127733931-127739952.-	L1PA2.1.chr5_127733931-127739952.-	None	None
5	-	127747107	127753135	1	127747107	127753135	L1PA3.1.chr5_127747107-127753135.-	L1PA3.1.chr5_127747107-127753135.-	None	None
5	+	128043926	128050015	1	128043926	128050015	L1PA6.1.chr5_128043926-128050015.+	L1PA6.1.chr5_128043926-128050015.+	None	None
5	-	128293846	128299849	1	128293846	128299849	L1PA3.1.chr5_128293846-128299849.-	L1PA3.1.chr5_128293846-128299849.-	None	None
5	+	128455511	128461981	1	128455511	128461981	L1PA8A.1.chr5_128455511-128461981.+	L1PA8A.1.chr5_128455511-128461981.+	None	None
5	+	128551091	128553460	1	128551091	128553460	L1PA5.1.chr5_128551091-128553460.+	L1PA5.1.chr5_128551091-128553460.+	None	None
5	-	128649998	128656430	1	128649998	128656430	L1PA7.1.chr5_128649998-128656430.-	L1PA7.1.chr5_128649998-128656430.-	None	None
5	-	128937637	128943755	1	128937637	128943755	L1PA6.1.chr5_128937637-128943755.-	L1PA6.1.chr5_128937637-128943755.-	None	None
5	-	128967765	128973907	1	128967765	128973907	L1PA6.1.chr5_128967765-128973907.-	L1PA6.1.chr5_128967765-128973907.-	None	None
5	-	129162771	129165007	1	129162771	129165007	L1PA13.1.chr5_129162771-129165007.-	L1PA13.1.chr5_129162771-129165007.-	None	None
5	-	129285246	129291357	1	129285246	129291357	L1PA4.1.chr5_129285246-129291357.-	L1PA4.1.chr5_129285246-129291357.-	None	None
5	-	129306195	129307463	1	129306195	129307463	L1PA8A.1.chr5_129306195-129307463.-	L1PA8A.1.chr5_129306195-129307463.-	None	None
5	-	130438140	130439276	1	130438140	130439276	L1PA15-16.1.chr5_130438140-130439276.-	L1PA15-16.1.chr5_130438140-130439276.-	None	None
